 -6.794222  & 3.755384  & -160.517495  & 5.125337  & 128.315142  & 177.572220  
 7.293628  & 20.724063  & -142.892998  & 174.551820  & -127.674761  & 2.591494  
 173.587429  & 121.802281  & -129.278668  & -176.030681  & 73.090385  & 173.682835  
 173.283231  & 163.060367  & -48.211945  & -175.687618  & 112.819186  & 176.251075  
 7.805542  & 77.470026  & -31.568089  & 175.189379  & -73.309275  & 7.698572  
 -97.518199  & -147.803385  & 45.503606  & -3.333977  & -174.509334  & 110.671745  
 113.187061  & 179.937144  & 15.559366  & 178.845016  & 179.376214  & -52.972225  
 -85.140870  & -159.149051  & 47.724902  & -48.376354  & 121.643800  & 159.478248  
